HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs,x,y,z,adjusted_brightness
14293,03 04 16.48,-07 36 03.2,5.26,46.06865515,-7.60089934,23.22,65.43,17.41,0.77,0.193,,46.06881559,-7.60085702,96.7994244306763,100.47944777298645,-15.64765155565517,5.260000228881837
14328,03 04 47.79,+53 30 23.2,2.91,46.19912598,53.50645031,12.72,0.5,-4.19,0.71,0.716,,46.19912802,53.50644013,105.50059550591831,110.01164064793689,206.03705976701173,2.9100000858306885
14354,03 05 10.50,+38 50 25.9,3.32,46.29373754,38.84053298,10.03,128.69,-106.61,0.83,1.528,P,46.29413912,38.84027386,174.92385772257884,183.00738975811393,203.84098443499113,3.319999933242798
14376,03 05 26.69,+25 15 18.7,5.45,46.36119708,25.25519906,8.11,3.99,-10.1,1.19,-0.031,,46.3612078,25.25517451,250.88999673249293,263.1035304553062,171.50202945454282,5.449999809265137
14382,03 05 32.43,+56 42 20.0,4.77,46.38510717,56.7055481,15.95,-13.49,70.34,0.76,1.018,,46.38504744,56.70571907,77.39468349983332,81.2301856342708,170.8404741778765,4.769999980926514
14417,03 06 07.95,+79 25 06.6,5.49,46.53313395,79.41851027,4.69,-34.64,10.28,0.72,1.569,,46.53267546,79.41853526,87.81025284801103,92.63990517263647,683.2756206326375,5.489999771118164
14439,03 06 23.69,+13 11 14.6,5.64,46.59869819,13.18740263,10.21,-3.31,-62.68,0.82,1.087,,46.59868993,13.18725028,213.60323594480468,225.86888878866537,72.84282374191501,5.639999866485596
14456,03 06 33.49,-06 05 18.8,5.23,46.63953388,-6.08854227,6.1,7.12,-5.11,0.79,1.575,P,46.63955128,-6.08855469,364.9782933731071,386.48766379411586,-55.04121018172334,5.230000019073487
14502,03 07 19.02,+64 03 27.4,5.89,46.8292369,64.05760178,5.85,-13.65,-3.18,0.64,-0.02,,46.82916106,64.05759405,166.79166415592766,177.7968877295733,501.1118140718201,5.889999866485596
14521,03 07 31.90,-78 59 21.9,5.67,46.88292015,-78.98942329,13.13,79.07,73.56,0.78,0.298,P,46.88392638,-78.9892445,38.14401196932178,40.73722726765248,-241.93311405770882,5.670000076293945
14576,03 08 10.13,+40 57 20.3,2.09,47.04220716,40.9556512,35.14,2.39,-1.44,0.9,-0.003,W,47.04221485,40.9556477,47.74498638945308,51.27590926630295,60.809530693078884,2.0899999141693115
14632,03 09 02.88,+49 36 48.6,4.05,47.26201363,49.61350009,94.93,1262.29,-91.53,0.67,0.595,,47.26674871,49.61327752,15.100561713461154,16.342561023045636,26.157301581602262,4.050000190734863
14668,03 09 29.63,+44 51 28.4,3.79,47.37345463,44.85788896,29.05,173.01,-142.05,0.66,0.98,,47.37404785,44.8575437,53.871463224105355,58.53033497091805,79.15468358707065,3.7899999618530273
14677,03 09 36.73,+29 04 37.6,5.74,47.40303182,29.07711221,2.89,22.14,-13.22,1.05,0.115,,47.40309339,29.07708008,667.2652663889944,725.7228462573296,548.2059584746677,5.739999771118164
14764,03 10 38.78,+11 52 21.7,5.97,47.6615639,11.87269252,6.24,30.74,-26.98,1.03,-0.061,,47.66164025,11.87262694,344.33752197196657,377.91264679255676,107.48483292449991,5.96999979019165
14817,03 11 17.40,+39 36 41.7,4.61,47.82250605,39.61157075,10.69,-26.21,4.78,0.8,1.115,,47.82242336,39.61158237,157.7421909316887,174.10274541386778,194.4349919859132,4.610000133514404
14838,03 11 37.67,+19 43 36.1,4.35,47.90695691,19.72669777,19.44,154.61,-8.39,1.23,1.033,,47.90735613,19.72667738,105.81529164316777,117.13669847310395,56.602898592305486,4.349999904632568
14844,03 11 42.85,+81 28 14.6,5.92,47.92855231,81.47071191,16.13,-45.62,-0.93,0.53,0.149,,47.9278047,81.47070965,20.085348172471072,22.25116798542993,199.87261219203108,5.920000076293945
14862,03 11 56.24,+74 23 37.9,4.85,47.98432711,74.39386878,20.15,14.46,-86.21,0.54,0.035,,47.98445775,74.39365924,29.13229778624376,32.336908639115585,155.82213788984467,4.849999904632568
14879,03 12 04.28,-28 59 20.8,3.8,48.01783332,-28.98910623,70.86,371.49,612.26,0.67,0.543,,48.01886556,-28.98761809,27.41675114193555,30.468452700295078,-20.894171825021907,3.7999999523162837
14893,03 12 14.24,+27 15 25.2,5.78,48.05932746,27.25701296,8.78,11.77,-18.34,0.88,-0.106,P,48.05935964,27.25696838,220.60573069443785,245.5183090579825,170.04818667103112,5.78000020980835
14913,03 12 25.68,-44 25 10.8,5.92,48.10699596,-44.41965395,22.83,82.73,-2.61,0.78,0.44,G,48.10727749,-44.41966029,69.07226361612896,77.00121937524756,-98.43842520771611,5.920000076293945
14915,03 12 26.37,+06 39 39.2,5.55,48.10987466,6.66088598,4.18,-8.09,-1.26,0.86,1.011,,48.10985486,6.66088292,517.2304502703322,576.6626727479116,90.46325216066812,5.550000190734863
14930,03 12 33.14,-57 19 17.7,5.71,48.13808292,-57.32158199,2.48,18.65,13.55,0.56,2.419,,48.13816688,-57.32154906,481.89332477183666,537.7975909698414,-1098.4103065768431,5.710000038146973
14954,03 12 46.32,-01 11 45.4,5.07,48.19301506,-1.19593294,44.69,193.43,-69.23,0.75,0.575,,48.1934853,-1.19610121,48.62337944834535,54.36892086075632,-1.0236616384889496,5.070000171661377
15004,03 13 23.86,+48 10 37.2,5.93,48.34940955,48.17699884,10.47,16.89,-18.75,0.68,0.972,,48.34947111,48.17695327,137.9870745735297,155.14249165407253,232.03240161624524,5.929999828338623
15110,03 14 54.11,+21 02 40.7,4.87,48.72547816,21.04462873,9.59,-29.83,-77.15,1.06,-0.007,,48.72540048,21.04444121,209.28879135211528,238.44202303160188,122.06989549872036,4.869999885559082
15154,03 15 20.45,+30 33 24.0,5.61,48.83519839,30.55667481,7.52,-16.56,6.01,0.83,0.012,,48.83515165,30.55668942,245.72114458451497,281.0332665721506,220.392596642033,5.610000133514404
15192,03 15 47.97,+57 08 26.3,5.79,48.94988581,57.14062522,2.02,-1.95,-2.0,0.8,0.644,,48.94987707,57.14062036,575.0540242820415,660.3563181561256,1355.6515131417532,5.789999961853027
15197,03 15 50.03,-08 49 11.4,4.8,48.95844499,-8.8198405,27.18,-3.82,45.52,0.97,0.232,,48.95843559,-8.81972986,78.1364855178962,89.7542318036171,-14.991417917861025,4.800000190734863
15201,03 15 57.36,-77 23 19.0,5.51,48.98899185,-77.38860498,34.02,113.2,62.0,0.51,0.438,,48.99025199,-77.38845428,14.560469990678149,16.74341139781777,-93.22161759952265,5.510000228881836
15219,03 16 12.20,+50 56 15.8,5.04,49.05085271,50.93771066,3.91,-1.31,-19.23,0.67,1.107,,49.05084766,50.93766392,344.3453344609388,396.83451656809063,647.3821760094183,5.039999961853027
15241,03 16 35.19,+32 11 03.2,5.98,49.14663457,32.18421948,5.92,-4.1,-83.07,1.01,0.988,P,49.1466228,32.18401757,304.86093645873785,352.52034307031045,293.31367016873463,5.980000019073486
15305,03 17 26.60,-47 45 06.3,5.84,49.36084175,-47.7517377,6.89,-6.9,30.31,0.58,1.228,,49.36081681,-47.75166403,213.10277224318082,248.2875731567989,-341.7761547428954,5.840000152587891
15330,03 17 44.47,-62 34 36.8,5.53,49.43528798,-62.57689893,82.51,1337.83,648.71,0.54,0.641,,49.44234789,-62.57532203,12.290332313277444,14.357264876236837,-34.69705076073321,5.53000020980835
15334,03 17 45.74,+39 17 00.3,5.97,49.4405722,39.28341373,5.37,22.23,-16.69,0.76,0.056,,49.44064201,39.28337316,305.5404039902858,356.99154308308135,384.37457023987236,5.969999790191651
15338,03 17 47.33,+44 01 30.3,5.49,49.44721595,44.02508193,5.06,26.61,-23.72,0.88,-0.06,,49.4473059,44.02502428,301.182679131777,351.9823816380305,447.74955081303324,5.489999771118164
15357,03 18 02.49,-28 47 49.3,5.93,49.51038343,-28.797036,16.14,155.37,-16.12,0.73,0.337,,49.51081436,-28.79707518,116.64334066315867,136.62189222767367,-92.33517398852779,5.929999828338623
15371,03 18 11.14,-62 30 28.6,5.24,49.54640411,-62.50793537,82.79,1331.1,646.84,0.53,0.6,,49.55341226,-62.50636301,12.19398450058582,14.300764848675202,-34.60234378952249,5.239999771118164
15382,03 18 22.10,-22 30 40.1,4.86,49.59206509,-22.51114978,12.79,12.55,13.07,0.75,0.904,,49.59209811,-22.51111801,153.7390040671255,180.59215687574923,-93.37015655646591,4.860000133514404
15383,03 18 22.28,-00 55 48.5,5.62,49.5928283,-0.93014105,14.68,251.68,-60.59,0.96,1.05,,49.5934401,-0.93028832,143.93071505725996,169.0751658427753,3.6049365864831167,5.619999885559083
15404,03 18 37.72,+50 13 20.0,5.16,49.65717026,50.22223526,6.18,22.45,-25.1,0.66,-0.073,,49.65725554,50.22217425,218.48770013368807,257.24175162680393,405.40671828807655,5.159999847412109
15411,03 18 41.07,-18 33 34.7,5.72,49.67113524,-18.55964006,27.33,124.9,-63.27,0.85,0.381,,49.67145547,-18.55979384,73.64798055658251,86.7540479859753,-35.75060790740896,5.719999790191651
15416,03 18 43.82,+34 13 21.6,4.85,49.68259978,34.2226737,2.21,1.29,-8.68,0.76,1.491,,49.68260357,34.2226526,789.1782296860406,929.9937882808649,829.619143724223,4.849999904632568
15444,03 19 07.62,+50 05 42.1,5.05,49.78174379,50.09502752,6.78,22.38,-25.26,0.68,-0.067,,49.78182858,50.09496612,199.1713850996219,235.53528778972807,368.84614111633493,5.050000190734863
15457,03 19 21.54,+03 22 11.9,4.84,49.83974536,3.36997055,109.18,268.88,93.53,0.78,0.681,P,49.84040002,3.37019788,19.223561502374885,22.780051400192836,1.7552046677362616,4.8400001525878915
15474,03 19 30.97,-21 45 28.6,3.7,49.87904033,-21.7579421,12.63,51.35,32.2,0.89,1.614,P,49.87917471,-21.75786384,156.05787535409405,185.1871562607922,-89.30463206100956,3.700000047683716
15479,03 19 34.90,-24 07 22.2,5.63,49.89542972,-24.1228468,2.78,5.94,-22.68,0.73,1.663,P,49.89544554,-24.12290192,690.7593871207446,820.1699733428318,-474.66680394637854,5.630000114440918
15510,03 19 53.22,-43 04 17.6,4.26,49.97177014,-43.07154929,165.02,3038.08,726.34,0.55,0.711,,49.98187828,-43.06978344,9.303281820775409,11.076124159443768,-13.454946473893683,4.260000228881836
15514,03 19 55.81,+27 04 16.7,5.91,49.9825537,27.07130717,15.88,-24.74,-71.1,1.04,0.86,,49.98248617,27.07113436,117.54314925681633,139.9958171702676,93.42712819864653,5.909999847412109
15520,03 19 59.26,+65 39 08.4,4.74,49.99690314,65.65232717,4.07,11.27,-14.32,0.62,-0.108,P,49.99696958,65.65229236,212.27694746107645,252.9541684095921,729.7438452028753,4.739999771118164
15547,03 20 19.58,+77 44 05.6,5.44,50.08158506,77.73490142,12.36,64.9,-66.2,0.59,0.211,,50.0823276,77.73474052,35.9546849147086,42.973243611550636,257.7338961931414,5.44000005722046
15549,03 20 20.37,+29 02 54.6,4.47,50.08485949,29.04849835,5.09,-8.21,-16.42,0.9,1.555,,50.08483666,29.04845844,359.26484351067836,429.4455091997156,310.98080474742903,4.46999979019165
15619,03 21 06.77,+03 40 32.5,5.7,50.27821082,3.67568149,11.23,56.05,-25.17,0.76,0.964,,50.27834733,3.67562031,185.13369284639458,222.8221191135753,18.610442214326312,5.699999809265137
15627,03 21 13.61,+21 08 49.7,5.27,50.30671225,21.14714057,7.06,21.68,-22.41,1.03,-0.067,,50.30676875,21.1470861,275.053165831516,331.3820771664732,166.58519510206892,5.269999980926514
15643,03 21 24.03,-23 38 06.3,5.5,50.35010618,-23.63508924,7.75,-24.17,-18.93,0.7,0.885,,50.35004205,-23.63513525,248.22123268156662,299.5166933927454,-160.05724520333706,5.5
15648,03 21 26.61,+43 19 46.7,4.96,50.36086309,43.32965174,21.0,-60.43,-0.38,0.66,0.051,,50.36066117,43.32965082,72.03920644535886,86.95946948521998,106.52356365952085,4.960000038146973
15669,03 21 52.37,+49 04 15.8,5.94,50.46821583,49.07105892,21.86,180.91,-63.45,0.69,0.468,,50.46888702,49.0709047,62.18600819347655,75.35243462808378,112.67171322896212,5.940000057220459
15696,03 22 11.89,+27 36 27.3,5.55,50.54954371,27.60757659,3.35,4.42,-9.88,1.16,1.1,,50.54955583,27.60755258,547.9372585505232,665.8732789903238,450.96342641685965,5.550000190734863
15737,03 22 45.27,+20 44 31.6,5.1,50.68863399,20.7421051,10.23,-49.22,-14.88,1.05,1.231,,50.68850607,20.74206893,188.80318207163162,230.5790006004772,112.86110262896257,5.099999904632568
15770,03 23 13.18,+49 12 48.0,5.32,50.80490169,49.2133301,5.22,20.7,-24.96,0.72,-0.076,P,50.80497871,49.21326943,257.8186571562542,316.17229596913785,472.85433381115877,5.320000171661377
15861,03 24 18.46,+24 43 27.1,5.5,51.07693671,24.72418789,14.18,15.72,-51.42,0.98,1.19,,51.07697877,24.72406291,131.20085055599705,162.46502034214046,96.15635898021506,5.5
15863,03 24 19.35,+49 51 40.5,1.79,51.08061889,49.86124281,5.51,24.11,-26.01,0.66,0.481,P,51.08070979,49.86117959,239.60717408782682,296.74304101108896,452.3090631140522,1.7899999618530273
15876,03 24 29.68,+33 32 09.7,5.78,51.12366306,33.53601771,6.19,31.87,-22.99,0.92,-0.001,,51.12375599,33.53596183,275.5271135962888,341.75325237751525,290.9569598172659,5.78000020980835
15890,03 24 40.56,+64 35 09.6,5.13,51.16900549,64.58599618,2.61,-3.24,0.13,0.73,2.038,,51.16898714,64.5859965,336.10677411657844,417.569670712391,1128.17295366228,5.130000114440919
15900,03 24 48.84,+09 01 44.6,3.61,51.20349011,9.02906504,15.42,-74.25,-80.31,1.28,0.887,,51.20330738,9.02886984,130.82123535364434,162.7291567437772,33.1782833682691,3.6099998950958256
15968,03 25 36.25,-69 20 11.7,5.96,51.40105611,-69.33659399,25.45,-0.41,64.81,0.5,0.415,,51.40105329,-69.33643647,29.07624675005442,36.424543370370685,-119.31460044029184,5.960000038146973
16029,03 26 22.52,-27 19 03.4,5.93,51.59383221,-27.3176091,7.52,7.67,53.45,0.75,0.934,,51.59385319,-27.31747919,240.63168829315583,303.53451500662834,-194.6655163598109,5.929999828338623
16083,03 27 10.12,+09 43 58.0,3.73,51.79217049,9.7327724,14.68,53.61,-38.12,1.01,-0.082,,51.79230269,9.73267975,135.37737786664127,171.98557199749928,37.54179798696796,3.7300000190734863
16112,03 27 33.37,-35 40 52.8,5.71,51.88902397,-35.68133899,7.02,76.73,6.38,0.95,1.284,,51.88925357,-35.68132348,236.71838567118198,301.77926310153896,-261.8194043596125,5.710000038146973
16142,03 28 00.95,-11 17 11.4,5.74,52.00395041,-11.28648689,9.58,-1.48,-46.39,0.87,1.102,,52.00394674,-11.28659964,205.83476861090736,263.4940097052638,-63.259699178543706,5.739999771118164
16147,03 28 03.05,+49 03 46.6,4.99,52.01270885,49.06293148,5.72,21.94,-26.83,0.65,-0.091,,52.01279024,49.06286627,229.8442791558082,294.32179797197927,430.5422104939979,4.989999771118164
16168,03 28 20.68,+33 48 27.7,5.72,52.08616659,33.80769703,9.51,28.13,-57.43,0.88,0.048,,52.08624888,33.80755744,175.02320842732968,224.71526066432318,190.73474748390169,5.71999979019165
16210,03 28 52.31,+49 50 54.4,5.58,52.21794573,49.84844583,5.89,22.51,-25.55,0.73,-0.054,,52.21803058,49.84838373,218.65241077850234,282.0674983016234,423.04810622427885,5.579999923706055
16228,03 29 04.13,+59 56 25.2,4.21,52.26722684,59.94033461,0.76,-0.82,-1.85,0.89,0.419,D,52.26722286,59.94033011,1314.902324804669,1699.2739487782562,3712.5577264912895,4.210000038146973
16244,03 29 22.03,+49 30 32.5,4.67,52.34179296,49.50901919,5.84,22.16,-29.18,0.85,-0.096,,52.34187591,49.50894827,221.44940668264658,286.95438620150696,424.53029928959995,4.670000076293945
16245,03 29 22.19,-62 56 18.4,4.71,52.34244352,-62.93843436,46.65,383.05,373.11,0.48,0.41,,52.3444899,-62.93752748,20.658239576465846,26.769613684286387,-61.15662357092524,4.710000038146973
16263,03 29 36.02,-12 40 29.1,5.57,52.40009401,-12.67474889,7.76,7.74,4.95,0.71,0.171,,52.40011329,-12.67473686,251.33230392058152,326.36263029809504,-82.49911942665979,5.570000171661378
16281,03 29 54.75,+58 52 43.5,4.55,52.47810837,58.87875244,1.32,-1.94,-1.14,0.72,0.489,P,52.47809925,58.87874967,777.4492181575902,1012.3909995387666,2114.24686700311,4.550000190734864
16285,03 29 55.19,-42 38 03.3,5.76,52.47997851,-42.63425261,16.04,-59.48,-1.45,0.56,0.205,,52.479782,-42.63425613,92.89932506341977,120.98111164528954,-134.31511196438524,5.760000228881836
16290,03 29 58.93,-78 21 06.4,5.68,52.49552432,-78.35178497,10.63,-11.26,-26.72,0.48,0.932,,52.49538877,-78.35184991,39.94047063460179,52.04304931484182,-299.58039907829544,5.679999828338623
16292,03 30 00.23,+55 27 06.6,5.09,52.50095974,55.45183695,17.07,-45.38,-11.77,0.69,0.022,,52.50076524,55.45180834,65.92961141983155,85.92411812761428,157.29924987909396,5.090000152587891
16322,03 30 24.48,+11 20 11.3,5.14,52.60198294,11.33648129,7.82,-11.71,-16.08,0.89,-0.041,,52.60195391,11.33644221,248.25132175921019,324.7227410326035,81.94619503650989,5.139999866485596
16335,03 30 34.48,+47 59 42.6,4.36,52.64367585,47.99517199,9.23,1.56,18.13,0.83,1.367,,52.64368152,47.99521606,143.4140687888378,187.87439214873828,262.4559293434598,4.360000133514404
16339,03 30 36.90,-47 22 30.6,5.98,52.65374344,-47.3751741,8.81,64.6,20.03,0.56,0.116,P,52.6539753,-47.37512542,154.16248464090177,202.02867148678428,-268.9675277439857,5.980000019073486
16340,03 30 36.93,+48 06 13.2,5.82,52.65388405,48.10365477,3.75,21.23,-24.0,0.8,-0.033,,52.65396132,48.10359644,352.1646930197573,461.5110290905465,647.0919899539241,5.820000171661378
16341,03 30 37.05,-05 04 30.6,4.74,52.65437447,-5.07516332,8.57,13.31,7.34,0.73,-0.092,,52.65440695,-5.07514548,229.90498870690536,301.2954166968095,-32.65658688771509,4.739999771118164
16358,03 30 45.40,+06 11 19.5,5.93,52.68914607,6.18874381,6.31,42.38,-16.79,0.96,0.953,,52.68924968,6.188703,311.33067947834047,408.51967384746564,55.69596520882787,5.929999828338623
16368,03 30 51.68,-66 29 23.0,5.81,52.71534366,-66.4897181,3.83,16.99,1.7,0.51,-0.055,,52.71544718,-66.48971397,213.7403467638824,280.7301310487963,-774.5995456081134,5.809999942779541
16369,03 30 52.37,+12 56 12.1,4.14,52.71819576,12.93668186,9.05,18.94,-1.55,1.13,1.112,,52.71824299,12.93667809,212.66035051028862,279.3407268241471,80.64423754572906,4.139999866485597
16470,03 32 08.58,+48 01 24.7,5.47,53.03575392,48.02353391,5.57,22.84,-23.78,0.71,-0.101,P,53.03583692,48.02347611,235.38475369682394,312.77196843638575,435.1072894059319,5.46999979019165
16489,03 32 19.72,+84 54 40.9,5.62,53.08214603,84.91136314,9.18,62.36,-133.04,0.55,0.894,,53.08385477,84.91103978,18.91986807323653,25.182570207176106,353.7201704399708,5.619999885559082
16499,03 32 26.30,+46 03 25.4,5.3,53.10960058,46.05704336,27.46,-52.77,-74.74,0.7,0.398,,53.10941575,46.0568617,49.453680321663185,65.88906787001845,85.48076314049506,5.300000190734864
16509,03 32 34.72,-50 22 43.9,5.67,53.14465247,-50.37884857,10.63,94.26,83.16,0.54,1.101,,53.14501173,-50.37864644,119.1668241079427,158.97327077242133,-233.6212809235416,5.670000076293944
16511,03 32 35.93,+09 22 24.8,5.76,53.14970799,9.37355768,9.18,32.55,-49.15,0.87,-0.072,,53.14978818,9.37343822,210.13090414265474,280.37436464885167,57.83857707597272,5.760000228881836
16518,03 32 40.02,+35 27 42.2,5.91,53.16675711,35.46172039,1.99,-6.72,3.66,0.82,-0.084,,53.16673706,35.46172929,799.904220319723,1067.9613859390463,950.4111189578388,5.90999984741211
16537,03 32 56.42,-09 27 29.9,3.72,53.23509009,-9.45830584,310.75,-976.44,17.97,0.85,0.881,P,53.23268409,-9.45826215,6.20941380910025,8.310899410848183,-1.5581812196394818,3.7200000286102295
16591,03 33 35.02,+39 53 58.5,5.79,53.39592658,39.89959026,18.29,17.06,-45.98,0.81,0.139,,53.39598063,39.8994785,81.53557613953905,109.77140168734495,114.33064552786448,5.789999961853027
16599,03 33 39.10,+54 58 29.5,5.98,53.41292455,54.97486087,14.71,-41.31,-1.63,0.78,0.114,,53.41274961,54.97485691,75.81348523760381,102.13103792477789,181.48300392914788,5.980000019073486
16611,03 33 47.25,-21 37 58.1,4.26,53.44686638,-21.63281597,11.02,44.91,-27.47,0.75,-0.106,,53.44698381,-21.63288274,165.16952371645402,222.78149835435107,-102.95781726398268,4.260000228881836
16664,03 34 26.62,+24 27 52.1,5.95,53.61093,24.46447543,6.28,2.7,-33.96,3.96,0.123,,53.61093721,24.46439289,280.3190299681016,380.3671912136781,214.9777428232359,5.949999809265137
16780,03 35 57.65,-11 11 38.3,5.56,53.9902171,-11.19397792,8.6,23.65,80.6,0.77,0.915,,53.9902757,-11.19378202,218.91208630732154,301.1983787141292,-71.06976128663315,5.559999942779541
16803,03 36 17.39,-17 28 01.3,5.24,54.07246744,-17.46704107,6.89,33.35,-9.65,0.82,-0.117,P,54.07255242,-17.46706452,266.1478593874052,367.29700819284983,-134.64276879485558,5.239999771118164
16826,03 36 29.36,+48 11 33.7,4.32,54.12233383,48.19270068,4.66,21.41,-27.58,0.73,-0.058,P,54.12241189,48.19263365,273.3093380620234,377.87204989930217,521.4538114859645,4.320000171661377
16846,03 36 47.31,+00 35 17.4,5.82,54.19711994,0.58815498,34.52,-32.98,-163.45,0.87,0.885,,54.19703978,0.58775771,55.24316871557177,76.58844190998322,0.9694311159047576,5.820000171661377
16852,03 36 52.52,+00 24 10.2,4.29,54.21882896,0.40283316,72.89,-232.69,-482.0,0.78,0.575,,54.21826338,0.40166163,26.149618713389568,36.28247206772845,0.31444800455546773,4.289999961853027
16870,03 37 05.68,-40 16 28.2,4.57,54.2736588,-40.27451075,14.88,2.77,-14.23,0.55,1.023,,54.27366762,-40.27454534,98.39096706504355,136.79280526125586,-140.02010609018836,4.570000171661377
16989,03 38 29.25,-07 23 30.2,5.86,54.62189268,-7.39170945,8.35,-1.06,-63.16,0.74,0.98,,54.62189008,-7.39186296,224.5391590374785,316.2128973081837,-44.92969521082062,5.860000133514404
17027,03 39 01.13,-05 37 32.5,5.97,54.75469049,-5.62570656,28.44,-13.53,-207.06,0.77,0.921,,54.75465745,-5.62620983,65.95620461111619,93.34214440265552,-8.74283948713386,5.96999979019165
17103,03 39 51.14,+03 03 24.6,5.55,54.9630986,3.05684307,8.14,-36.61,8.32,0.85,0.931,,54.96300949,3.05686329,229.59659818642413,327.44867899641423,21.356803655737313,5.550000190734863
17167,03 40 38.33,-05 12 38.5,5.53,55.15972132,-5.21069726,4.41,0.14,-3.64,0.75,-0.145,,55.15972166,-5.21070611,420.8402837178006,604.6021304995364,-61.7195959955333,5.53000020980835
17203,03 41 07.84,+37 34 49.0,5.55,55.28267183,37.58026421,4.04,22.86,-27.3,0.81,-0.062,,55.28274194,37.58019786,364.20889304822066,525.6446037569061,492.124769219796,5.550000190734863
17296,03 42 09.35,+63 13 00.3,5.06,55.53894572,63.21675891,6.27,-16.97,19.34,0.63,1.651,,55.53885419,63.21680592,132.57305955676597,193.17625792225937,464.15619707394194,5.059999942779541
17304,03 42 14.90,-31 56 18.2,4.99,55.56207975,-31.93839587,4.45,5.16,14.23,0.62,-0.159,,55.56209453,-31.93836128,358.5591483197842,522.9197471774406,-366.97415894271467,4.989999771118164
17309,03 42 18.94,+19 42 01.0,5.68,55.57893663,19.70028593,7.97,5.82,-13.24,1.02,-0.016,,55.57895166,19.70025375,217.68156948454455,317.66509599054785,137.8852510976293,5.679999828338623
17313,03 42 22.64,+33 57 54.1,4.97,55.59434812,33.96503899,3.53,4.39,-5.21,0.88,-0.048,,55.59436099,33.96502633,432.79437126880254,631.9461532712182,515.9543592963943,4.96999979019165
17342,03 42 42.73,+59 58 09.8,5.74,55.6780592,59.96938466,1.48,0.56,2.75,0.75,1.736,,55.67806192,59.96939134,621.5633657765401,910.4281145623507,1907.0077876021278,5.739999771118164
17351,03 42 50.12,-37 18 48.0,4.59,55.70884185,-37.31334485,18.34,-90.81,-71.42,0.56,1.191,,55.70856433,-37.31351844,80.308638724574,117.76705903383142,-106.19681864564636,4.590000152587891
17358,03 42 55.48,+47 47 15.6,3.01,55.7311754,47.7876533,6.18,23.83,-41.93,0.85,-0.125,,55.73126161,47.78755139,199.56682802634302,292.8961463095876,390.7041460636669,3.009999990463257
17378,03 43 14.96,-09 45 54.7,3.52,55.81231706,-9.76519868,110.58,-91.71,742.23,0.88,0.915,,55.81209088,-9.76339465,16.3946851163279,24.13522026594222,-4.222556888668117,3.5199999809265137
17395,03 43 33.84,-10 29 08.2,5.59,55.89099355,-10.48561144,23.3,-7.97,-20.23,0.94,0.216,,55.89097385,-10.48566061,77.38025630420908,114.25149910321124,-23.12715291975,5.59000015258789
17440,03 44 11.55,-64 48 25.5,3.84,56.04814541,-64.80709398,32.71,308.39,78.72,0.46,1.133,,56.0499063,-64.80690264,25.10280743289282,37.28395564700629,-88.95286188197288,3.839999914169311
17448,03 44 19.13,+32 17 17.8,3.84,56.07969347,32.28827325,2.21,8.11,-10.32,0.84,0.022,W,56.07971679,32.28824817,695.8847347557406,1034.7939052491465,787.9750362024505,3.8399999141693115
17457,03 44 30.51,-01 09 47.1,5.24,56.12711667,-1.16307844,4.99,3.62,-5.26,0.74,-0.088,,56.12712547,-1.16309122,364.0829862020042,542.3671176346185,-9.542479041379886,5.239999771118163
17460,03 44 31.40,+36 27 36.7,5.6,56.13082016,36.46020384,9.83,48.24,-41.44,0.88,0.062,,56.13096594,36.46010312,148.6461533406137,221.46616504991462,197.0804903469569,5.599999904632568
17489,03 44 48.20,+24 17 22.5,5.45,56.20084227,24.28957712,9.75,20.73,-44.0,1.05,-0.034,,56.20089755,24.28947018,169.53345511188058,253.25401973721196,137.538114059911,5.449999809265137
17499,03 44 52.52,+24 06 48.4,3.72,56.21884811,24.1134484,8.8,21.55,-44.92,0.89,-0.105,,56.2189055,24.11333922,188.0067874235296,281.0409790130213,151.34721767173397,3.7200000286102295
17506,03 44 56.46,-00 17 48.2,5.56,56.23526063,-0.29671559,9.28,60.54,-1.86,0.88,1.411,,56.23540778,-0.29672011,195.2405666910009,292.03537977096306,1.8192615278032342,5.559999942779541
17527,03 45 09.73,+24 50 21.7,5.66,56.29052841,24.83937337,8.87,19.03,-46.64,0.89,-0.064,,56.29057938,24.83926001,185.10328055225108,277.4514274233366,154.39081216915017,5.659999847412109
17529,03 45 11.64,+42 34 42.8,3.77,56.29851422,42.57854437,5.86,-14.59,1.75,0.74,0.425,,56.29846606,42.57854862,227.2965073294363,340.7974063750091,376.4022721272214,3.7699999809265137
17531,03 45 12.48,+24 28 02.6,4.3,56.30200876,24.46737879,8.75,19.35,-41.63,1.08,-0.11,,56.30206043,24.46727761,188.14536219195273,282.1334038587368,154.30986520795415,4.300000190734864
17534,03 45 15.88,-47 21 34.0,5.72,56.31616344,-47.35945424,8.93,-3.07,-9.03,0.54,0.961,,56.31615242,-47.35947619,139.00816401316317,208.5614105782373,-265.4219731788023,5.71999979019165
17563,03 45 40.43,+06 03 00.1,5.34,56.41846008,6.05002905,5.54,20.61,-15.61,0.8,-0.099,,56.41851045,6.04999111,323.6711784768742,487.5049457732423,62.0204939151679,5.340000152587891
17573,03 45 49.59,+24 22 04.3,3.87,56.45663804,24.36785796,9.06,21.09,-45.03,1.03,-0.063,,56.45669431,24.36774851,181.11447729232754,273.18455911558294,148.46080173781473,3.869999885559082
